##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	SRR292862_2.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	5102041
Total Bases	250 Mbp
Sequences flagged as poor quality	0
Sequence length	49
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	37.80465092303257	39.0	38.0	39.0	35.0	39.0
2	37.55866015188823	39.0	37.0	39.0	35.0	39.0
3	37.51158467758295	39.0	37.0	39.0	35.0	39.0
4	37.478760362764625	39.0	37.0	39.0	35.0	39.0
5	37.49658303412301	39.0	37.0	39.0	35.0	39.0
6	37.4997888100076	39.0	37.0	39.0	35.0	39.0
7	37.43506882833752	39.0	37.0	39.0	35.0	39.0
8	37.38486558614484	39.0	37.0	39.0	34.0	39.0
9	37.3042888130456	39.0	37.0	39.0	34.0	39.0
10	37.30729349293743	39.0	37.0	39.0	34.0	39.0
11	37.219725792089875	39.0	37.0	39.0	34.0	39.0
12	37.13220807124051	39.0	37.0	39.0	33.0	39.0
13	37.07959383313462	39.0	37.0	39.0	33.0	39.0
14	36.982670072623876	39.0	36.0	39.0	33.0	39.0
15	36.93112266247958	39.0	36.0	39.0	33.0	39.0
16	36.85197198532901	39.0	36.0	39.0	33.0	39.0
17	36.73276616162042	38.0	36.0	39.0	33.0	39.0
18	36.85229538531737	38.0	36.0	39.0	33.0	39.0
19	36.82394418233801	38.0	36.0	39.0	33.0	39.0
20	36.7729110761752	38.0	36.0	39.0	33.0	39.0
21	36.79884246324167	39.0	36.0	39.0	33.0	39.0
22	36.71707871418516	38.0	36.0	39.0	33.0	39.0
23	36.70982103044644	38.0	36.0	39.0	33.0	39.0
24	36.665786888031676	38.0	36.0	39.0	33.0	39.0
25	36.60959094605472	38.0	36.0	39.0	32.0	39.0
26	36.65923147226767	38.0	36.0	39.0	33.0	39.0
27	36.59998283040062	38.0	36.0	39.0	32.0	39.0
28	36.498505206053814	38.0	36.0	39.0	32.0	39.0
29	36.41863246492923	38.0	36.0	39.0	32.0	39.0
30	36.37876273436454	38.0	36.0	39.0	31.0	39.0
31	36.353537339272656	38.0	36.0	39.0	31.0	39.0
32	36.26765073036457	38.0	36.0	39.0	31.0	39.0
33	36.178017385591374	38.0	35.0	39.0	31.0	39.0
34	36.10665163216054	38.0	35.0	39.0	31.0	39.0
35	36.04935495422322	38.0	35.0	39.0	31.0	39.0
36	35.92335381075926	38.0	35.0	39.0	30.0	39.0
37	35.77424583612715	37.0	35.0	39.0	30.0	39.0
38	35.69762747888541	37.0	35.0	39.0	30.0	39.0
39	35.554890876023926	37.0	35.0	39.0	30.0	39.0
40	35.445225743971875	37.0	34.0	39.0	29.0	39.0
41	35.52799928499203	37.0	35.0	39.0	30.0	39.0
42	35.36253746294865	37.0	34.0	39.0	29.0	39.0
43	35.246661483120185	37.0	34.0	39.0	29.0	39.0
44	35.18512003333568	37.0	34.0	39.0	29.0	39.0
45	35.17092669384664	37.0	34.0	39.0	29.0	39.0
46	35.29639530532977	37.0	34.0	39.0	29.0	39.0
47	34.922838722777804	37.0	33.0	39.0	28.0	39.0
48	34.82631695825259	36.0	33.0	39.0	28.0	39.0
49	34.77504630009833	36.0	33.0	39.0	28.0	39.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.13474849966123514
1101	2	0.1422658279455078
1101	3	0.21398935760535664
1101	4	0.17791351099921116
1101	5	0.1794718608609358
1101	6	0.16814295956632463
1101	7	0.20259848130454827
1101	8	0.1709481889856974
1101	9	0.23429704343504199
1101	10	0.16655161098477578
1101	11	0.1659456593128681
1101	12	0.1544464228859752
1101	13	0.13049931762686384
1101	14	0.2313976952755965
1101	15	0.15311529198094576
1101	16	0.21916713765905627
1101	17	0.16185270818390762
1101	18	0.18915947013703516
1101	19	0.11831428366426877
1101	20	0.20604506768737707
1101	21	0.10965183327809314
1101	22	0.1972681463410595
1101	23	0.15831042860631328
1101	24	0.12298138154555716
1101	25	0.2144362018056043
1101	26	0.15344062262249736
1101	27	0.15315899068199457
1101	28	0.183877809248834
1101	29	0.23149252575734636
1101	30	0.1713037479084889
1101	31	0.18971760196059506
1101	32	0.15256339480597347
1101	33	0.21788952628578784
1101	34	0.1542279424149271
1101	35	0.22158378267672418
1101	36	0.14738770616907004
1101	37	0.18071596924102096
1101	38	0.18883083294621628
1101	39	0.09288840126226461
1101	40	0.2880691135802351
1101	41	0.22865946114580993
1101	42	0.2848524195793516
1101	43	0.2737715397956393
1101	44	0.2999670201615743
1101	45	0.3031206971434699
1101	46	0.25830208517226083
1101	47	0.3066408977286059
1101	48	0.2071668137531546
1101	49	0.25740043529427226
1102	1	0.10390123967246012
1102	2	0.12881248043525773
1102	3	0.058557251872599636
1102	4	0.10017858063921636
1102	5	0.0616307690102218
1102	6	0.13257680984619213
1102	7	0.18137681344826717
1102	8	0.18024603288695573
1102	9	0.19733821101140592
1102	10	0.14721224490853757
1102	11	0.14371276629066188
1102	12	0.10253357015415787
1102	13	0.10531180136109697
1102	14	0.12127829466991358
1102	15	0.08274077843103811
1102	16	0.0999168084577633
1102	17	0.0021465758854972705
1102	18	0.07445298707673231
1102	19	0.11430197669118769
1102	20	0.024879788381767298
1102	21	0.03451818189777356
1102	22	0.07920662019085256
1102	23	0.05848933325439276
1102	24	0.11564067922306265
1102	25	-0.00749984940786419
1102	26	0.008734721190926109
1102	27	0.05504950349369153
1102	28	0.0037254020651289466
1102	29	0.07162824849322647
1102	30	0.03511026763032987
1102	31	0.02798975790246061
1102	32	0.03327116020854959
1102	33	0.07139970338548096
1102	34	-0.002282377211770381
1102	35	-0.020118965988544346
1102	36	0.1688184498075529
1102	37	0.054799877077414294
1102	38	0.1188792659647433
1102	39	0.16038961777592675
1102	40	0.10967528128894344
1102	41	0.15741104423348418
1102	42	0.042669111002552995
1102	43	0.03286031530767275
1102	44	0.1018247934368759
1102	45	0.017655575554726965
1102	46	0.0406784755277414
1102	47	0.0855575593342337
1102	48	0.12038159849236507
1102	49	0.059135264158385326
1103	1	0.10818760764720281
1103	2	0.12460079615568276
1103	3	0.0876089141501879
1103	4	0.06179209290420573
1103	5	0.07552243015017979
1103	6	0.1310427662309266
1103	7	0.04534464074082223
1103	8	0.11944464986993353
1103	9	0.07363493300474744
1103	10	0.13153687938577008
1103	11	0.0335740017826609
1103	12	0.1005604363807251
1103	13	0.08859294097245396
1103	14	0.1149850179969647
1103	15	0.09441356159963021
1103	16	0.10802130625764761
1103	17	0.15253906704589326
1103	18	0.10026908702530335
1103	19	0.12379669590611542
1103	20	0.1339712264502495
1103	21	0.1783960130101221
1103	22	0.11632283591145409
1103	23	0.12944580920093074
